symbol,rev_growth_score,pat_growth_score,roe_score,de_score,promoter_score,pe,pb,roe_pct,de_ratio,rev_growth_pct,pat_growth_pct,promoter_pct,eps,book_value,market_cap,last_updated,source
KSB,5,5,4,2,2,54.79,8.43,15.4,0.0,0.28,0.28,0.0,14.85,96.46,141598294016.0,2026-05-27,yfinance
LATENTVIEW,3,3,2,2,2,33.11,3.74,11.28,0.0,0.36,0.36,0.0,9.57,84.84,65574522880.0,2026-05-27,yfinance
LAURUSLABS,7,6,4,2,2,88.23,14.08,15.95,0.0,0.57,0.57,0.0,15.66,98.16,746099572736.0,2026-05-27,yfinance
LEMONTREE,3,3,4,2,2,43.01,7.66,17.8,0.0,2.02,2.02,0.0,2.78,15.62,94689140736.0,2026-05-27,yfinance
LINDEINDIA,6,6,4,2,2,105.42,16.21,15.37,0.0,0.14,0.14,0.0,68.86,447.91,619078156288.0,2026-05-27,yfinance
LLOYDSME,7,6,6,2,2,27.78,7.11,25.58,0.0,0.28,0.28,0.0,66.92,261.59,1045679636480.0,2026-05-27,yfinance
LTF,6,6,2,2,2,23.73,2.67,11.26,0.0,-0.35,-0.35,0.0,11.87,105.45,705785430016.0,2026-05-27,yfinance
LXCHEM,3,3,1,2,2,52.75,2.11,4.0,0.0,-0.32,-0.32,0.0,2.87,71.79,41969827840.0,2026-05-27,yfinance
MAHLIFE,3,3,1,2,2,23.42,2.01,8.59,0.0,0.23,0.23,0.0,14.61,170.0,72984543232.0,2026-05-27,yfinance
MAHLOG,5,5,1,2,2,1396.0,4.39,0.31,0.0,-1.36,-1.36,0.0,0.25,79.47,34628644864.0,2026-05-27,yfinance
MAHSEAMLES,5,5,2,2,2,12.14,1.3,10.68,0.0,0.73,0.73,0.0,52.34,489.93,85116321792.0,2026-05-27,yfinance
MANKIND,6,6,2,2,2,52.29,6.54,12.5,0.0,-0.13,-0.13,0.0,46.29,370.26,999405322240.0,2026-05-27,yfinance
MANYAVAR,2,2,5,2,2,26.95,5.87,21.78,0.0,0.27,0.27,0.0,15.44,70.89,101102837760.0,2026-05-27,yfinance
MAPMYINDIA,2,2,2,2,2,34.59,5.11,14.78,0.0,0.31,0.31,0.0,24.44,165.41,46294999040.0,2026-05-27,yfinance
MASTEK,3,3,2,2,2,12.61,1.64,12.98,0.0,0.01,0.01,0.0,129.43,997.28,50605678592.0,2026-05-27,yfinance
MCX,7,6,6,2,2,60.44,19.1,31.61,0.0,-4.5,-4.5,0.0,52.26,165.34,803882795008.0,2026-05-27,yfinance
MEDPLUS,5,5,2,2,2,48.27,5.36,11.1,0.0,-0.07,-0.07,0.0,18.27,164.55,105897656320.0,2026-05-27,yfinance
METROBRAND,3,3,5,2,2,70.02,15.75,22.49,0.0,-0.59,-0.59,0.0,15.03,66.84,286828199936.0,2026-05-27,yfinance
METROPOLIS,6,6,2,2,2,58.34,7.33,12.57,0.0,-0.87,-0.87,0.0,9.19,73.13,111161040896.0,2026-05-27,yfinance
MGL,3,3,2,2,2,12.95,1.76,13.55,0.0,0.66,0.66,0.0,85.16,628.59,108971638784.0,2026-05-27,yfinance
MHRIL,2,2,1,2,2,63.72,5.68,8.92,0.0,-0.71,-0.71,0.0,3.44,38.56,44203515904.0,2026-05-27,yfinance
MMTC,5,5,2,2,2,37.49,5.14,13.71,0.0,1.46,1.46,0.0,1.76,12.84,98984992768.0,2026-05-27,yfinance
MOIL,3,3,2,2,2,21.23,2.28,10.72,0.0,0.46,0.46,0.0,14.27,133.1,61656018944.0,2026-05-27,yfinance
MOTILALOFS,5,5,4,2,2,27.24,4.16,15.27,0.0,2.71,2.71,0.0,32.82,214.92,538288128000.0,2026-05-27,yfinance
MRF,2,2,2,2,2,22.2,2.57,11.57,0.0,-0.09,-0.09,0.0,5722.2,49454.86,538794819584.0,2026-05-27,yfinance
MRPL,3,3,2,2,2,13.7,1.98,14.45,0.0,-0.52,-0.52,0.0,10.98,76.0,263608385536.0,2026-05-27,yfinance
MSUMI,3,3,6,2,2,42.23,12.29,29.1,0.0,1.2,1.2,0.0,0.94,3.23,263276986368.0,2026-05-27,yfinance
NAM-INDIA,7,6,6,2,2,46.0,14.89,32.36,0.0,-0.62,-0.62,0.0,23.67,73.15,695244095488.0,2026-05-27,yfinance
NATCOPHARM,7,6,4,2,2,13.53,2.43,18.0,0.0,-0.86,-0.86,0.0,86.93,482.88,210597396480.0,2026-05-27,yfinance
NATIONALUM,7,6,6,2,2,12.96,3.68,28.41,0.0,4.05,4.05,0.0,33.42,117.63,795353350144.0,2026-05-27,yfinance
NAZARA,5,5,6,2,2,10.64,3.08,28.91,0.0,-0.36,-0.36,0.0,27.2,94.1,107249623040.0,2026-05-27,yfinance
NBCC,5,5,5,2,2,37.12,8.91,24.0,0.0,3.72,3.72,0.0,2.67,11.12,267570003968.0,2026-05-27,yfinance
NCC,2,2,1,2,2,14.14,1.27,8.98,0.0,1.4,1.4,0.0,10.76,119.81,95526854656.0,2026-05-27,yfinance
NETWORK18,2,2,1,2,2,31.59,0.97,3.07,0.0,-0.6,-0.6,0.0,0.99,32.23,48296128512.0,2026-05-27,yfinance
NH,5,5,4,2,2,48.11,9.61,19.97,0.0,1.52,1.52,0.0,39.91,199.87,389992316928.0,2026-05-27,yfinance
NIITTECH,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27,neutral-fallback
NLCINDIA,6,6,4,2,2,13.77,2.25,16.37,0.0,1.89,1.89,0.0,25.41,155.24,485184176128.0,2026-05-27,yfinance
NOCIL,5,5,1,2,2,50.95,1.59,3.12,0.0,0.77,0.77,0.0,3.32,106.4,28250595328.0,2026-05-27,yfinance
NSLNISP,6,6,3,2,2,0.0,1.04,0.0,0.0,1.77,1.77,0.0,-2.76,44.26,134837166080.0,2026-05-27,yfinance
NUVAMA,6,6,6,2,2,27.45,7.31,26.62,0.0,1.57,1.57,0.0,56.0,210.38,280046501888.0,2026-05-27,yfinance
NUVOCO,3,3,1,2,2,33.01,1.16,3.51,0.0,1.3,1.3,0.0,10.05,286.39,118486556672.0,2026-05-27,yfinance
OFSS,7,6,6,2,2,34.06,11.45,33.62,0.0,4.22,4.22,0.0,302.39,899.35,896719060992.0,2026-05-27,yfinance
OIL,6,6,2,2,2,11.99,1.37,11.41,0.0,-0.83,-0.83,0.0,40.7,356.62,793784549376.0,2026-05-27,yfinance
OLECTRA,5,5,2,2,2,70.32,8.97,12.76,0.0,-0.17,-0.17,0.0,17.46,136.8,100778729472.0,2026-05-27,yfinance
PARAS,6,6,2,2,2,77.67,10.16,13.08,0.0,-1.34,-1.34,0.0,10.9,83.32,68229263360.0,2026-05-27,yfinance
PATANJALI,2,2,2,2,2,30.04,4.08,13.6,0.0,-2.36,-2.36,0.0,15.14,111.35,494713274368.0,2026-05-27,yfinance
PCBL,3,3,1,2,2,56.04,2.83,5.05,0.0,-0.73,-0.73,0.0,5.13,101.53,113120493568.0,2026-05-27,yfinance
PEL,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27,neutral-fallback
PETRONET,5,5,4,2,2,10.69,1.88,17.56,0.0,-0.5,-0.5,0.0,26.09,148.59,418200027136.0,2026-05-27,yfinance
PNBHOUSING,7,6,2,2,2,12.27,1.46,11.91,0.0,-1.35,-1.35,0.0,87.85,737.64,280889884672.0,2026-05-27,yfinance
PNCINFRA,3,3,2,2,2,6.53,0.82,12.56,0.0,0.25,0.25,0.0,32.42,258.15,54314471424.0,2026-05-27,yfinance
POLYCAB,7,6,5,3,3,54.63,12.12,22.18,0.1,0.53,0.53,65.0,176.89,797.64,1454920171520.0,2026-05-27,yfinance
POLYMED,2,2,2,2,2,41.81,4.62,11.05,0.0,-7.61,-7.61,0.0,31.82,287.91,134998179840.0,2026-05-27,yfinance
POONAWALLA,2,2,1,2,2,57.84,3.08,5.33,0.0,-0.52,-0.52,0.0,6.82,127.94,345443926016.0,2026-05-27,yfinance
PPLPHARMA,5,5,3,2,2,0.0,2.86,0.0,0.0,-2.58,-2.58,0.0,-2.47,61.03,230823411712.0,2026-05-27,yfinance
PRAJIND,5,5,1,2,2,135.14,5.42,4.01,0.0,-2.55,-2.55,0.0,2.84,70.85,70547464192.0,2026-05-27,yfinance
PRINCEPIPE,3,3,1,2,2,40.17,1.86,4.62,0.0,-0.37,-0.37,0.0,6.63,143.47,29453582336.0,2026-05-27,yfinance
PRSMJOHNSN,2,2,1,2,2,83.85,3.94,4.69,0.0,-2.59,-2.59,0.0,1.45,30.9,61198094336.0,2026-05-27,yfinance
PVRINOX,2,2,1,2,2,53.21,1.32,2.48,0.0,-1.02,-1.02,0.0,18.0,724.6,94055923712.0,2026-05-27,yfinance
QUESS,3,3,4,2,2,14.34,2.73,19.0,0.0,4.16,4.16,0.0,14.86,78.21,31831494656.0,2026-05-27,yfinance
RAILTEL,3,3,2,2,2,32.69,4.6,14.07,0.0,0.08,0.08,0.0,9.92,70.52,104080318464.0,2026-05-27,yfinance
RAINBOW,5,5,4,2,2,50.19,9.21,18.36,0.0,0.86,0.86,0.0,27.44,149.47,139693146112.0,2026-05-27,yfinance
RAJESHEXPO,3,3,1,2,2,21.46,0.22,1.01,0.0,3.1,3.1,0.0,5.69,560.99,36057149440.0,2026-05-27,yfinance
RAMCOCEM,2,2,1,2,2,29.96,2.77,9.26,0.0,-0.54,-0.54,0.0,29.6,319.66,209544085504.0,2026-05-27,yfinance
RATNAMANI,5,5,2,2,2,37.65,4.41,11.71,0.0,0.14,0.14,0.0,68.72,586.82,181349040128.0,2026-05-27,yfinance
RAYMOND,5,5,1,2,2,104.72,1.09,1.04,0.0,-3.6,-3.6,0.0,5.08,488.48,35405361152.0,2026-05-27,yfinance
RBA,3,3,3,2,2,0.0,4.99,0.0,0.0,1.65,1.65,0.0,-3.19,13.85,40259264512.0,2026-05-27,yfinance
RBLBANK,7,6,1,2,2,24.73,1.29,5.2,0.0,1.16,1.16,0.0,14.08,270.57,215614734336.0,2026-05-27,yfinance
RCF,5,5,1,2,2,17.12,1.49,8.69,0.0,0.45,0.45,0.0,7.75,89.23,73197977600.0,2026-05-27,yfinance
REDINGTON,3,3,2,2,2,11.69,1.72,14.68,0.0,-0.76,-0.76,0.0,19.06,129.82,174179336192.0,2026-05-27,yfinance
RELAXO,3,3,1,2,2,44.74,3.55,7.93,0.0,0.17,0.17,0.0,6.75,85.17,75179458560.0,2026-05-27,yfinance
RENUKA,2,2,3,2,2,0.0,-1.87,0.0,0.0,0.47,0.47,0.0,-3.72,-12.48,49806659584.0,2026-05-27,yfinance
RHIM,5,5,1,2,2,49.87,2.14,4.28,0.0,2.17,2.17,0.0,8.31,193.95,85574189056.0,2026-05-27,yfinance
RITES,3,3,4,2,2,24.12,3.76,15.61,0.0,0.33,0.33,0.0,8.54,54.71,98985156608.0,2026-05-27,yfinance
RKFORGE,5,5,1,2,2,144.05,3.11,2.16,0.0,-0.57,-0.57,0.0,3.93,181.76,102727376896.0,2026-05-27,yfinance
ROUTE,2,2,1,2,2,13.57,1.17,8.63,0.0,0.14,0.14,0.0,37.94,439.56,32430835712.0,2026-05-27,yfinance
RRKABEL,7,6,4,2,2,44.85,8.57,19.11,0.0,-1.34,-1.34,0.0,43.5,227.62,220668837888.0,2026-05-27,yfinance
RTNINDIA,3,3,3,2,2,0.0,4.73,0.0,0.0,1.23,1.23,0.0,-2.98,7.48,48855801856.0,2026-05-27,yfinance
SAFARI,2,2,4,2,2,44.68,7.16,16.04,0.0,-0.83,-0.83,0.0,34.2,213.27,74860306432.0,2026-05-27,yfinance
SAIL,7,6,1,2,2,25.22,1.47,5.81,0.0,1.09,1.09,0.0,8.17,140.57,851136020480.0,2026-05-27,yfinance
SAMMAANCAP,6,6,3,2,2,0.0,0.75,0.0,0.0,3.35,3.35,0.0,-87.71,232.31,198624591872.0,2026-05-27,yfinance
SANOFI,2,2,6,2,2,23.95,9.91,41.38,0.0,0.81,0.81,0.0,134.61,325.31,74236903424.0,2026-05-27,yfinance
SAPPHIRE,2,2,3,2,2,0.0,4.18,0.0,0.0,-1.59,-1.59,0.0,-1.0,43.62,58592129024.0,2026-05-27,yfinance
SAREGAMA,3,3,2,2,2,38.89,4.82,12.4,0.0,5.37,5.37,0.0,10.73,86.54,80104693760.0,2026-05-27,yfinance
SBFC,3,3,2,2,2,22.14,2.88,13.03,0.0,-1.21,-1.21,0.0,4.1,31.47,100389003264.0,2026-05-27,yfinance
SCHNEIDER,7,6,6,2,2,135.19,50.0,36.98,0.0,0.06,0.06,0.0,10.19,27.55,329389703168.0,2026-05-27,yfinance
SHARDAMOTR,3,3,6,2,2,14.36,4.24,29.51,0.0,-0.61,-0.61,0.0,58.76,199.09,48455000064.0,2026-05-27,yfinance
SHOPERSTOP,3,3,3,2,2,0.0,13.33,0.0,0.0,5.95,5.95,0.0,-3.27,26.52,38929096704.0,2026-05-27,yfinance
SHREECEM,3,3,4,2,2,52.54,9.95,18.93,0.0,0.87,0.87,0.0,483.46,2553.78,916450967552.0,2026-05-27,yfinance
SIGNATURE,2,2,6,2,2,10.3,15.49,150.38,0.0,-0.18,-0.18,0.0,77.8,51.73,112605265920.0,2026-05-27,yfinance
SKFINDIA,2,2,1,2,2,31.43,3.04,9.66,0.0,-1.31,-1.31,0.0,53.72,556.08,83466117120.0,2026-05-27,yfinance
SOBHA,5,5,1,2,2,104.57,3.16,3.02,0.0,-1.69,-1.69,0.0,13.34,441.49,149200601088.0,2026-05-27,yfinance
SONACOMS,7,6,2,2,2,60.18,6.73,11.18,0.0,1.76,1.76,0.0,10.28,91.92,384848953344.0,2026-05-27,yfinance
SONATSOFTW,3,3,5,2,2,15.87,3.87,24.36,0.0,-1.61,-1.61,0.0,16.75,68.76,73558130688.0,2026-05-27,yfinance
SPARC,7,6,6,2,2,4.62,5.37,116.05,0.0,-6.04,-6.04,0.0,47.87,41.25,71832854528.0,2026-05-27,yfinance
STARHEALTH,6,6,1,2,2,55.28,4.06,7.34,0.0,0.11,0.11,0.0,9.49,129.3,308705918976.0,2026-05-27,yfinance
STLTECH,7,6,1,2,2,436.45,12.13,2.78,0.0,5.0,5.0,0.0,1.17,42.09,249282805760.0,2026-05-27,yfinance
SUDARSCHEM,3,3,1,2,2,348.35,2.17,0.62,0.0,-2.42,-2.42,0.0,2.81,451.31,76964601856.0,2026-05-27,yfinance
SUMICHEM,5,5,4,2,2,45.63,7.74,16.96,0.0,1.32,1.32,0.0,10.86,64.03,247326703616.0,2026-05-27,yfinance
SUNDARMFIN,2,2,2,2,2,23.32,3.17,13.6,0.0,0.97,0.97,0.0,186.74,1372.76,479933693952.0,2026-05-27,yfinance
SUNDRMFAST,3,3,2,2,2,30.93,4.51,14.59,0.0,0.21,0.21,0.0,28.13,192.8,182822191104.0,2026-05-27,yfinance
SUNTECK,2,2,1,2,2,21.54,1.32,6.13,0.0,-0.32,-0.32,0.0,13.94,227.48,44081979392.0,2026-05-27,yfinance
SUNTV,2,2,2,2,2,14.03,1.64,11.65,0.0,3.99,3.99,0.0,36.55,313.62,202126000128.0,2026-05-27,yfinance
SUPRAJIT,6,6,2,2,2,35.65,4.78,13.4,0.0,0.18,0.18,0.0,13.31,99.33,65080856576.0,2026-05-27,yfinance
SUPRIYA,7,6,4,2,2,35.04,6.0,17.13,0.0,3.37,3.37,0.0,23.04,134.51,64969740288.0,2026-05-27,yfinance
SUVENPHAR,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27,neutral-fallback
SUZLON,5,5,6,2,2,24.9,10.07,40.43,0.0,5.4,5.4,0.0,2.31,5.71,789063073792.0,2026-05-27,yfinance
SWANENERGY,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27,neutral-fallback
SWSOLAR,3,3,3,2,2,0.0,6.87,0.0,0.0,-0.38,-0.38,0.0,-13.25,27.81,44645908480.0,2026-05-27,yfinance
SYNGENE,3,3,1,2,2,58.58,3.91,6.67,0.0,-1.04,-1.04,0.0,7.86,117.84,185012224000.0,2026-05-27,yfinance
SYRMA,7,6,2,2,2,62.28,6.99,11.22,0.0,-0.33,-0.33,0.0,16.92,150.84,202988208128.0,2026-05-27,yfinance
TANLA,3,3,5,2,2,13.67,2.77,20.3,0.0,-1.31,-1.31,0.0,38.25,188.45,69106958336.0,2026-05-27,yfinance
TATACOMM,7,6,6,2,2,53.78,19.69,36.62,0.0,-2.12,-2.12,0.0,36.57,99.88,560480976896.0,2026-05-27,yfinance
TATAINVEST,3,3,1,2,2,79.96,1.09,1.36,0.0,-1.69,-1.69,0.0,8.54,628.67,345489965056.0,2026-05-27,yfinance
TATATECH,6,6,4,2,2,53.35,8.19,15.34,0.0,1.9,1.9,0.0,13.49,87.92,292255825920.0,2026-05-27,yfinance
TBOTEK,3,3,4,2,2,54.2,9.45,17.43,0.0,0.82,0.82,0.0,22.6,129.68,130810380288.0,2026-05-27,yfinance
TEJASNET,5,5,3,2,2,0.0,2.99,0.0,0.0,-1.43,-1.43,0.0,-51.34,165.03,87725768704.0,2026-05-27,yfinance
TIMKEN,7,6,2,2,2,65.95,9.89,14.99,0.0,0.89,0.89,0.0,55.15,367.85,273563009024.0,2026-05-27,yfinance
TITAGARH,6,6,1,2,2,62.9,4.51,7.17,0.0,3.75,3.75,0.0,13.47,187.79,114095611904.0,2026-05-27,yfinance
TMB,6,6,2,2,2,8.04,1.06,13.23,0.0,-0.59,-0.59,0.0,84.49,638.57,107528552448.0,2026-05-27,yfinance
TRIDENT,3,3,1,2,2,33.34,2.7,8.09,0.0,0.9,0.9,0.0,0.74,9.14,125708066816.0,2026-05-27,yfinance
TRITURBINE,7,6,5,2,2,65.5,15.79,24.1,0.0,4.16,4.16,0.0,10.98,45.55,228614176768.0,2026-05-27,yfinance
TRIVENI,5,5,1,2,2,27.23,2.71,9.96,0.0,1.07,1.07,0.0,14.01,140.62,83563315200.0,2026-05-27,yfinance
TTML,3,3,3,2,2,0.0,-0.42,0.0,0.0,0.28,0.28,0.0,-1.1,-102.17,84198735872.0,2026-05-27,yfinance
TVSMOTOR,5,5,6,2,2,53.24,19.82,37.22,0.0,-2.03,-2.03,0.0,63.57,170.79,1608450834432.0,2026-05-27,yfinance
TVSSCS,5,5,1,2,2,46.68,2.69,5.77,0.0,-1.99,-1.99,0.0,2.59,44.89,53343080448.0,2026-05-27,yfinance
UBL,2,2,1,2,2,85.94,8.15,9.49,0.0,-0.29,-0.29,0.0,15.59,164.32,354250031104.0,2026-05-27,yfinance
UCOBANK,3,3,1,2,2,11.56,0.96,8.35,0.0,0.51,0.51,0.0,2.21,26.47,320260341760.0,2026-05-27,yfinance
UJJIVANSFB,5,5,2,2,2,15.52,1.55,10.01,0.0,-1.66,-1.66,0.0,3.51,35.05,105952534528.0,2026-05-27,yfinance
UPL,3,3,1,2,2,29.37,1.6,5.43,0.0,0.18,0.18,0.0,22.34,411.05,554633199616.0,2026-05-27,yfinance
USHAMART,7,6,2,2,2,35.62,4.71,13.23,0.0,6.17,6.17,0.0,14.33,108.35,155381137408.0,2026-05-27,yfinance
UTIAMC,2,2,1,2,2,30.28,2.78,9.19,0.0,-0.07,-0.07,0.0,31.44,342.28,122366984192.0,2026-05-27,yfinance
VAIBHAVGBL,5,5,2,2,2,18.36,2.63,14.3,0.0,0.06,0.06,0.0,12.4,86.69,38014337024.0,2026-05-27,yfinance
VARROC,5,5,2,2,2,50.85,5.33,10.48,0.0,2.19,2.19,0.0,11.55,110.26,89739042816.0,2026-05-27,yfinance
VGUARD,3,3,2,2,2,44.99,6.31,14.03,0.0,0.29,0.29,0.0,7.01,49.98,137746087936.0,2026-05-27,yfinance
VIJAYA,6,6,4,2,2,75.31,14.99,19.91,0.0,0.14,0.14,0.0,16.75,84.14,129793933312.0,2026-05-27,yfinance
VIPIND,2,2,3,2,2,0.0,9.07,0.0,0.0,-1.79,-1.79,0.0,-23.78,32.66,42097061888.0,2026-05-27,yfinance
VMART,5,5,2,2,2,56.53,6.22,11.01,0.0,0.09,0.09,0.0,11.76,106.79,52879532032.0,2026-05-27,yfinance
VTL,7,6,1,2,2,22.76,1.67,7.33,0.0,-0.53,-0.53,0.0,26.16,356.74,172267307008.0,2026-05-27,yfinance
WELCORP,7,6,4,2,2,22.43,4.43,19.73,0.0,4.09,4.09,0.0,61.2,310.14,362039148544.0,2026-05-27,yfinance
WELSPUNLIV,6,6,1,2,2,65.16,2.88,4.43,0.0,0.46,0.46,0.0,2.14,48.34,133292580864.0,2026-05-27,yfinance
WESTLIFE,2,2,1,2,2,227.82,11.73,5.15,0.0,0.13,0.13,0.0,2.06,40.02,72842756096.0,2026-05-27,yfinance
WHIRLPOOL,2,2,1,2,2,36.67,1.32,3.6,0.0,-0.65,-0.65,0.0,23.17,643.45,107825176576.0,2026-05-27,yfinance
YESBANK,6,6,1,2,2,20.32,1.44,7.11,0.0,-0.31,-0.31,0.0,1.12,15.75,714342793216.0,2026-05-27,yfinance
ZEEL,3,3,1,2,2,32.43,0.76,2.36,0.0,10.49,10.49,0.0,2.82,119.63,87849107456.0,2026-05-27,yfinance
ZENSARTECH,2,2,4,2,2,14.58,2.36,16.19,0.0,0.73,0.73,0.0,33.7,208.17,111384780800.0,2026-05-27,yfinance
ZENTEC,5,5,2,2,2,78.93,8.48,10.75,0.0,5.78,5.78,0.0,21.48,199.84,152484364288.0,2026-05-27,yfinance
ZFCVINDIA,5,5,2,2,2,54.59,7.64,14.0,0.0,-0.11,-0.11,0.0,272.38,1945.73,282010025984.0,2026-05-27,yfinance
ZYDUSLIFE,7,6,4,2,2,21.69,4.32,19.91,0.0,0.63,0.63,0.0,50.07,251.49,1092568940544.0,2026-05-27,yfinance
